category,subcategory,tags,attribute,attribute_description,tablename,geography,region,vintage,source,vartype,last_updated,notes
housing,inventory,"housing, housing inventory, housing structures",eight_rooms_pct_hu_moe,"Percent of housing units that are 8 rooms margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",ge9rooms_ct,"9 rooms or more housing units",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",ge9rooms_ct_moe,"9 rooms or more housing units margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",ge9rooms_pct_hu,"Percent of housing units that are 9 rooms or more",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",ge9rooms_pct_hu_moe,"Percent of housing units that are 9 rooms or more margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",mdn_rooms_ct,"Median number of rooms per housing unit",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",mdn_rooms_ct_moe,"Median number of rooms per housing unit margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",no_bedroom_ct,"No bedroom housing units",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",no_bedroom_ct_moe,"No bedroom housing units margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",no_bedroom_pct_hu,"Percent of housing units that are no bedroom",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",no_bedroom_pct_hu_moe,"Percent of housing units that are no bedroom margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",one_bedroom_ct,"1 bedroom housing units",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",one_bedroom_ct_moe,"1 bedroom housing units margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",one_bedroom_pct_hu,"Percent of housing units that are 1 bedroom",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",one_bedroom_pct_hu_moe,"Percent of housing units that are 1 bedroom margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",two_bedrooms_ct,"2 bedrooms housing units",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",two_bedrooms_ct_moe,"2 bedrooms housing units margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",two_bedrooms_pct_hu,"Percent of housing units that are 2 bedrooms",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",two_bedrooms_pct_hu_moe,"Percent of housing units that are 2 bedrooms margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",three_bedrooms_ct,"3 bedrooms housing units",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",three_bedrooms_ct_moe,"3 bedrooms housing units margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",three_bedrooms_pct_hu,"Percent of housing units that are 3 bedrooms",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",three_bedrooms_pct_hu_moe,"Percent of housing units that are 3 bedrooms margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",four_bedrooms_ct,"4 bedrooms housing units",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",four_bedrooms_ct_moe,"4 bedrooms housing units margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",four_bedrooms_pct_hu,"Percent of housing units that are 4 bedrooms",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",four_bedrooms_pct_hu_moe,"Percent of housing units that are 4 bedrooms margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",ge5bedrooms_ct,"5 or more bedrooms housing units",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",ge5bedrooms_ct_moe,"5 or more bedrooms housing units margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",ge5bedrooms_pct_hu,"Percent of housing units that are 5 or more bedrooms",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
housing,inventory,"housing, housing inventory, housing structures",ge5bedrooms_pct_hu_moe,"Percent of housing units that are 5 or more bedrooms margin of error",housing_inventory,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables","DECIMAL (4,3)",2021-03-27,"Census variables changed in 2015."
key,key,"housing, housing affordability, home value, rent, mortgage status",state_fips,"FIPS code for state",housing_value_and_rent,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",CHAR(2),2021-03-28,"Census variables changed in 2015."
key,key,"housing, housing affordability, home value, rent, mortgage status",county_fips,"FIPS code for county",housing_value_and_rent,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",CHAR(3),2021-03-28,"Census variables changed in 2015."
key,key,"housing, housing affordability, home value, rent, mortgage status",tract_fips,"FIPS code for census tract",housing_value_and_rent,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",CHAR(6),2021-03-28,"Census variables changed in 2015."
key,key,"housing, housing affordability, home value, rent, mortgage status",year,Year,housing_value_and_rent,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",SMALLINT(4),2021-03-28,"Census variables changed in 2015."
housing,affordability,"housing, housing affordability, home value, rent, mortgage status",oohu_ct,"Owner-occupied units",housing_value_and_rent,tract,"North Carolina","2015 - 2019","Census Bureau American Community Survey 5-Year Data Profile Tables",INT,2021-03-28,"Census variables changed in 2015."
